107年臺北市市長選舉候選人在各投開票所得票數一覽表,,,,,,,,,,,,,,,
行政區別,村里別,投開票所別,吳蕚洋,丁守中,姚文智,柯文哲,李錫錕,有效票數,無效票數,投票數,已領未投票數,發出票數,用餘票數,選舉人數(原領票數),投票率
　北投區,,,499,"52,445","24,586","56,096",578,"134,204","1,104","135,308",12,"135,320","71,723","207,043",65.35
　　,建民里,1,4,338,196,316,8,862,9,871,0,871,417,"1,288",67.62
　　,建民里,2,2,326,243,412,5,988,11,999,0,999,363,"1,362",73.35
　　,建民里,3,2,247,144,306,3,702,9,711,0,711,328,"1,039",68.43
　　,文林里,4,1,282,177,307,8,775,4,779,0,779,396,"1,175",66.30
　　,文林里,5,5,315,183,378,5,886,3,889,1,890,399,"1,289",68.97
　　,文林里,6,3,306,194,340,4,847,2,849,0,849,371,"1,220",69.59
　　,石牌里,7,0,348,214,478,5,"1,045",2,"1,047",0,"1,047",491,"1,538",68.08
　　,石牌里,8,4,367,215,428,5,"1,019",11,"1,030",0,"1,030",510,"1,540",66.88
　　,石牌里,9,5,337,199,427,4,972,9,981,0,981,463,"1,444",67.94
　　,福興里,10,3,347,174,396,3,923,5,928,0,928,495,"1,423",65.21
　　,福興里,11,5,358,175,411,2,951,8,959,0,959,451,"1,410",68.01
　　,福興里,12,2,420,197,467,1,"1,087",13,"1,100",0,"1,100",467,"1,567",70.20
　　,福興里,13,0,370,172,418,5,965,6,971,1,972,507,"1,479",65.65
　　,榮光里,14,4,326,184,396,3,913,4,917,0,917,553,"1,470",62.38
　　,榮光里,15,2,386,158,422,3,971,7,978,0,978,517,"1,495",65.42
　　,榮光里,16,4,421,180,437,8,"1,050",9,"1,059",0,"1,059",538,"1,597",66.31
　　,榮光里,17,4,432,132,406,5,979,28,"1,007",0,"1,007",477,"1,484",67.86
　　,榮華里,18,3,479,189,417,3,"1,091",9,"1,100",0,"1,100",549,"1,649",66.71
　　,榮華里,19,2,440,171,446,4,"1,063",14,"1,077",0,"1,077",606,"1,683",63.99
　　,榮華里,20,4,410,174,444,3,"1,035",7,"1,042",0,"1,042",492,"1,534",67.93
　　,榮華里,21,4,413,145,403,5,970,3,973,1,974,508,"1,482",65.65
　　,裕民里,22,4,468,175,410,3,"1,060",5,"1,065",0,"1,065",610,"1,675",63.58
　　,裕民里,23,1,421,202,408,1,"1,033",9,"1,042",0,"1,042",602,"1,644",63.38
　　,裕民里,24,3,392,190,441,3,"1,029",10,"1,039",0,"1,039",617,"1,656",62.74
　　,裕民里,25,2,439,193,467,3,"1,104",8,"1,112",1,"1,113",527,"1,640",67.80
　　,振華里,26,4,468,175,450,3,"1,100",7,"1,107",0,"1,107",560,"1,667",66.41
　　,振華里,27,5,416,183,405,6,"1,015",3,"1,018",0,"1,018",537,"1,555",65.47
　　,振華里,28,0,445,207,413,2,"1,067",7,"1,074",0,"1,074",599,"1,673",64.20
　　,振華里,29,2,426,196,408,8,"1,040",4,"1,044",0,"1,044",510,"1,554",67.18
　　,永和里,30,8,451,202,418,3,"1,082",6,"1,088",0,"1,088",560,"1,648",66.02
　　,永和里,31,3,350,194,407,3,957,10,967,0,967,530,"1,497",64.60
　　,永和里,32,2,387,289,398,8,"1,084",8,"1,092",0,"1,092",493,"1,585",68.90
　　,永和里,33,2,413,172,365,7,959,4,963,0,963,496,"1,459",66.00
　　,永和里,34,2,417,200,421,3,"1,043",7,"1,050",0,"1,050",512,"1,562",67.22
　　,永欣里,35,2,468,121,405,3,999,8,"1,007",0,"1,007",614,"1,621",62.12
　　,永欣里,36,4,456,171,355,7,993,9,"1,002",0,"1,002",629,"1,631",61.43
　　,永欣里,37,1,499,170,429,2,"1,101",13,"1,114",0,"1,114",681,"1,795",62.06
　　,永欣里,38,1,409,174,468,2,"1,054",7,"1,061",0,"1,061",565,"1,626",65.25
　　,永明里,39,6,439,127,419,5,996,9,"1,005",0,"1,005",464,"1,469",68.41
　　,永明里,40,3,341,160,406,5,915,6,921,0,921,431,"1,352",68.12
　　,永明里,41,0,352,156,335,4,847,9,856,0,856,375,"1,231",69.54
　　,東華里,42,3,337,124,297,3,764,5,769,0,769,325,"1,094",70.29
　　,東華里,43,6,428,133,345,2,914,6,920,0,920,276,"1,196",76.92
　　,東華里,44,8,387,153,411,6,965,14,979,0,979,456,"1,435",68.22
　　,吉利里,45,4,422,140,379,5,950,7,957,0,957,490,"1,447",66.14
　　,吉利里,46,5,399,145,423,5,977,10,987,0,987,436,"1,423",69.36
　　,吉利里,47,3,421,140,402,4,970,11,981,0,981,446,"1,427",68.75
　　,吉利里,48,1,413,93,397,3,907,9,916,0,916,473,"1,389",65.95
　　,吉慶里,49,2,320,210,419,2,953,10,963,0,963,465,"1,428",67.44
　　,吉慶里,50,3,299,173,442,5,922,15,937,0,937,480,"1,417",66.13
　　,吉慶里,51,5,343,181,390,5,924,5,929,0,929,479,"1,408",65.98
　　,尊賢里,52,4,310,176,347,2,839,6,845,2,847,433,"1,280",66.02
　　,尊賢里,53,2,306,173,389,2,872,7,879,0,879,442,"1,321",66.54
　　,尊賢里,54,1,286,206,351,2,846,9,855,1,856,448,"1,304",65.57
　　,立賢里,55,5,372,173,433,8,991,7,998,0,998,482,"1,480",67.43
　　,立賢里,56,1,355,170,472,3,"1,001",7,"1,008",0,"1,008",563,"1,571",64.16
　　,立賢里,57,2,303,181,419,1,906,3,909,0,909,552,"1,461",62.22
　　,立農里,58,4,437,143,409,4,997,3,"1,000",0,"1,000",451,"1,451",68.92
　　,立農里,59,1,351,195,462,8,"1,017",5,"1,022",0,"1,022",561,"1,583",64.56
　　,立農里,60,1,287,179,429,1,897,3,900,0,900,589,"1,489",60.44
　　,立農里,61,4,338,182,386,5,915,13,928,0,928,490,"1,418",65.44
　　,立農里,62,6,349,170,423,2,950,5,955,0,955,587,"1,542",61.93
　　,八仙里,63,4,408,213,468,3,"1,096",4,"1,100",0,"1,100",540,"1,640",67.07
　　,八仙里,64,0,322,238,428,4,992,8,"1,000",0,"1,000",554,"1,554",64.35
　　,八仙里,65,4,395,164,409,6,978,9,987,0,987,592,"1,579",62.51
　　,洲美里,66,8,345,359,507,7,"1,226",6,"1,232",0,"1,232",381,"1,613",76.38
　　,奇岩里,67,8,438,199,453,2,"1,100",16,"1,116",0,"1,116",722,"1,838",60.72
　　,奇岩里,68,5,454,210,427,4,"1,100",9,"1,109",0,"1,109",641,"1,750",63.37
　　,奇岩里,69,7,445,197,508,5,"1,162",11,"1,173",0,"1,173",596,"1,769",66.31
　　,奇岩里,70,7,433,223,459,4,"1,126",11,"1,137",0,"1,137",598,"1,735",65.53
　　,奇岩里,71,8,438,220,423,3,"1,092",4,"1,096",0,"1,096",591,"1,687",64.97
　　,清江里,72,4,222,133,293,4,656,2,658,0,658,"1,357","2,015",32.66
　　,清江里,73,7,326,225,420,7,985,7,992,0,992,462,"1,454",68.23
　　,清江里,74,4,506,177,445,8,"1,140",15,"1,155",0,"1,155",470,"1,625",71.08
　　,清江里,75,6,367,225,419,1,"1,018",15,"1,033",0,"1,033",549,"1,582",65.30
　　,清江里,76,2,388,189,402,4,985,6,991,0,991,583,"1,574",62.96
　　,中央里,77,3,371,181,397,2,954,10,964,0,964,475,"1,439",66.99
　　,中央里,78,8,325,195,396,4,928,7,935,0,935,523,"1,458",64.13
　　,中央里,79,4,343,179,410,2,938,8,946,0,946,493,"1,439",65.74
　　,中央里,80,1,304,218,410,1,934,12,946,0,946,554,"1,500",63.07
　　,中央里,81,1,292,184,373,2,852,8,860,0,860,637,"1,497",57.45
　　,長安里,82,3,431,200,458,5,"1,097",6,"1,103",0,"1,103",660,"1,763",62.56
　　,長安里,83,1,371,205,486,6,"1,069",5,"1,074",0,"1,074",713,"1,787",60.10
　　,長安里,84,6,382,191,464,3,"1,046",5,"1,051",0,"1,051",770,"1,821",57.72
　　,大同里,85,3,310,221,484,6,"1,024",10,"1,034",1,"1,035",541,"1,576",65.61
　　,大同里,86,4,339,219,460,2,"1,024",8,"1,032",0,"1,032",604,"1,636",63.08
　　,大同里,87,4,401,205,477,3,"1,090",5,"1,095",0,"1,095",684,"1,779",61.55
　　,溫泉里,88,3,322,184,347,2,858,7,865,0,865,427,"1,292",66.95
　　,溫泉里,89,8,325,205,412,4,954,6,960,0,960,514,"1,474",65.13
　　,溫泉里,90,6,373,166,396,7,948,7,955,0,955,514,"1,469",65.01
　　,溫泉里,91,0,411,158,446,4,"1,019",5,"1,024",0,"1,024",534,"1,558",65.73
　　,林泉里,92,3,356,91,307,3,760,6,766,0,766,471,"1,237",61.92
　　,林泉里,93,5,326,169,378,6,884,7,891,0,891,562,"1,453",61.32
　　,中心里,94,3,315,152,367,0,837,4,841,0,841,537,"1,378",61.03
　　,中心里,95,1,378,166,402,5,952,8,960,0,960,566,"1,526",62.91
　　,中心里,96,6,340,143,372,2,863,12,875,0,875,469,"1,344",65.10
　　,中心里,97,4,338,150,370,5,867,7,874,0,874,531,"1,405",62.21
　　,中庸里,98,0,326,176,350,5,857,8,865,1,866,452,"1,318",65.63
　　,中庸里,99,0,303,167,375,5,850,6,856,0,856,420,"1,276",67.08
　　,中庸里,100,3,261,158,351,3,776,9,785,0,785,348,"1,133",69.29
　　,開明里,101,5,388,174,384,1,952,13,965,0,965,421,"1,386",69.62
　　,開明里,102,7,468,128,315,3,921,3,924,0,924,502,"1,426",64.80
　　,開明里,103,1,404,183,386,5,979,7,986,0,986,484,"1,470",67.07
　　,開明里,104,2,372,159,402,5,940,13,953,0,953,491,"1,444",66.00
　　,中和里,105,3,345,121,270,4,743,8,751,0,751,358,"1,109",67.72
　　,中和里,106,4,378,162,389,2,935,3,938,0,938,580,"1,518",61.79
　　,中和里,107,3,450,178,442,6,"1,079",14,"1,093",1,"1,094",537,"1,631",67.01
　　,智仁里,108,7,447,178,446,5,"1,083",7,"1,090",0,"1,090",674,"1,764",61.79
　　,智仁里,109,5,452,145,459,6,"1,067",6,"1,073",0,"1,073",608,"1,681",63.83
　　,智仁里,110,7,421,163,447,5,"1,043",5,"1,048",0,"1,048",669,"1,717",61.04
　　,秀山里,111,5,428,141,340,5,919,5,924,0,924,509,"1,433",64.48
　　,秀山里,112,1,428,196,337,5,967,8,975,0,975,459,"1,434",67.99
　　,文化里,113,4,392,70,290,0,756,7,763,0,763,307,"1,070",71.31
　　,文化里,114,2,486,70,212,3,773,7,780,0,780,287,"1,067",73.10
　　,文化里,115,4,423,88,399,8,922,7,929,0,929,450,"1,379",67.37
　　,豐年里,116,6,364,114,391,3,878,11,889,0,889,463,"1,352",65.75
　　,豐年里,117,3,334,161,395,5,898,8,906,1,907,362,"1,269",71.39
　　,豐年里,118,3,322,137,382,5,849,6,855,0,855,336,"1,191",71.79
　　,稻香里,119,0,530,115,387,4,"1,036",7,"1,043",0,"1,043",561,"1,604",65.02
　　,稻香里,120,2,442,179,382,5,"1,010",10,"1,020",0,"1,020",552,"1,572",64.89
　　,稻香里,121,6,395,171,376,7,955,6,961,0,961,609,"1,570",61.21
　　,桃源里,122,3,309,202,369,6,889,8,897,0,897,424,"1,321",67.90
　　,桃源里,123,4,265,180,373,1,823,11,834,0,834,440,"1,274",65.46
　　,桃源里,124,6,363,130,408,7,914,5,919,0,919,406,"1,325",69.36
　　,桃源里,125,5,308,179,379,3,874,13,887,0,887,431,"1,318",67.30
　　,一德里,126,5,307,244,458,5,"1,019",10,"1,029",0,"1,029",530,"1,559",66.00
　　,一德里,127,8,325,188,417,3,941,7,948,0,948,579,"1,527",62.08
　　,一德里,128,2,395,180,449,8,"1,034",7,"1,041",0,"1,041",564,"1,605",64.86
　　,一德里,129,9,376,173,443,2,"1,003",7,"1,010",0,"1,010",552,"1,562",64.66
　　,關渡里,130,3,468,175,554,7,"1,207",6,"1,213",0,"1,213",558,"1,771",68.49
　　,關渡里,131,1,425,175,447,2,"1,050",6,"1,056",1,"1,057",520,"1,577",66.96
　　,關渡里,132,5,396,213,342,5,961,11,972,0,972,595,"1,567",62.03
　　,關渡里,133,4,360,192,452,4,"1,012",10,"1,022",0,"1,022",576,"1,598",63.95
　　,關渡里,134,4,413,172,465,6,"1,060",10,"1,070",0,"1,070",544,"1,614",66.29
　　,關渡里,135,4,383,187,436,4,"1,014",8,"1,022",0,"1,022",570,"1,592",64.20
　　,泉源里,136,1,112,81,152,0,346,2,348,0,348,164,512,67.97
　　,泉源里,137,6,392,215,382,8,"1,003",13,"1,016",0,"1,016",578,"1,594",63.74
　　,湖山里,138,2,214,121,188,1,526,4,530,0,530,286,816,64.95
　　,湖山里,139,0,174,89,161,4,428,4,432,0,432,244,676,63.91
　　,大屯里,140,1,250,183,305,4,743,14,757,0,757,279,"1,036",73.07
　　,湖田里,141,3,223,106,228,6,566,6,572,0,572,295,867,65.97
　士林區,,,522,"55,954","33,110","63,247",651,"153,484","1,430","154,914",14,"154,928","80,298","235,226",65.86
　　,仁勇里,142,6,302,265,494,6,"1,073",10,"1,083",0,"1,083",565,"1,648",65.72
　　,仁勇里,143,3,377,240,478,3,"1,101",15,"1,116",0,"1,116",553,"1,669",66.87
　　,義信里,144,3,330,177,303,2,815,10,825,0,825,422,"1,247",66.16
　　,義信里,145,3,373,188,393,6,963,8,971,0,971,528,"1,499",64.78
　　,福林里,146,2,218,52,151,4,427,8,435,0,435,197,632,68.83
　　,福林里,147,4,207,128,223,3,565,2,567,0,567,283,850,66.71
　　,福林里,148,5,269,166,309,6,755,17,772,0,772,343,"1,115",69.24
　　,福德里,149,2,233,140,309,4,688,4,692,0,692,336,"1,028",67.32
　　,福德里,150,4,272,130,254,4,664,6,670,0,670,322,992,67.54
　　,福德里,151,1,305,102,281,6,695,5,700,0,700,336,"1,036",67.57
　　,福德里,152,2,212,130,212,5,561,8,569,0,569,"1,574","2,143",26.55
　　,福志里,153,6,495,192,349,2,"1,044",9,"1,053",0,"1,053",674,"1,727",60.97
　　,福志里,154,1,573,132,353,2,"1,061",8,"1,069",0,"1,069",568,"1,637",65.30
　　,福志里,155,0,377,236,452,4,"1,069",9,"1,078",0,"1,078",555,"1,633",66.01
　　,福志里,156,2,440,240,416,6,"1,104",8,"1,112",0,"1,112",489,"1,601",69.46
　　,舊佳里,157,4,360,154,289,2,809,9,818,0,818,397,"1,215",67.33
　　,舊佳里,158,8,297,219,392,5,921,9,930,0,930,457,"1,387",67.05
　　,舊佳里,159,4,291,188,338,3,824,8,832,0,832,467,"1,299",64.05
　　,舊佳里,160,7,351,240,436,3,"1,037",6,"1,043",0,"1,043",476,"1,519",68.66
　　,福佳里,161,3,364,173,384,5,929,7,936,0,936,503,"1,439",65.05
　　,福佳里,162,7,396,279,470,10,"1,162",7,"1,169",0,"1,169",551,"1,720",67.97
　　,福佳里,163,4,401,176,444,5,"1,030",4,"1,034",0,"1,034",593,"1,627",63.55
　　,福佳里,164,3,484,265,470,3,"1,225",13,"1,238",0,"1,238",557,"1,795",68.97
　　,後港里,165,2,254,173,358,3,790,4,794,0,794,330,"1,124",70.64
　　,後港里,166,6,318,252,428,4,"1,008",15,"1,023",3,"1,026",620,"1,646",62.15
　　,後港里,167,6,337,209,470,7,"1,029",9,"1,038",0,"1,038",543,"1,581",65.65
　　,後港里,168,2,304,235,446,6,993,9,"1,002",0,"1,002",439,"1,441",69.54
　　,後港里,169,3,280,198,358,2,841,5,846,0,846,371,"1,217",69.52
　　,福中里,170,4,284,211,401,7,907,16,923,0,923,459,"1,382",66.79
　　,福中里,171,5,285,229,413,6,938,11,949,0,949,455,"1,404",67.59
　　,福中里,172,4,342,191,460,6,"1,003",5,"1,008",0,"1,008",482,"1,490",67.65
　　,福中里,173,0,286,232,480,6,"1,004",10,"1,014",0,"1,014",467,"1,481",68.47
　　,前港里,174,3,233,174,355,2,767,3,770,0,770,392,"1,162",66.27
　　,前港里,175,2,321,214,446,2,985,12,997,1,998,448,"1,446",68.95
　　,前港里,176,3,245,185,374,3,810,9,819,0,819,389,"1,208",67.80
　　,百齡里,177,2,334,227,422,4,989,8,997,0,997,501,"1,498",66.56
　　,百齡里,178,3,310,214,485,5,"1,017",11,"1,028",0,"1,028",474,"1,502",68.44
　　,百齡里,179,1,291,235,454,3,984,5,989,0,989,481,"1,470",67.28
　　,百齡里,180,5,347,231,441,7,"1,031",9,"1,040",0,"1,040",491,"1,531",67.93
　　,承德里,181,4,428,174,411,3,"1,020",8,"1,028",0,"1,028",585,"1,613",63.73
　　,承德里,182,2,403,240,377,5,"1,027",6,"1,033",0,"1,033",609,"1,642",62.91
　　,承德里,183,4,379,134,475,2,994,6,"1,000",0,"1,000",529,"1,529",65.40
　　,福華里,184,5,314,171,324,2,816,10,826,0,826,472,"1,298",63.64
　　,福華里,185,1,266,195,352,5,819,14,833,0,833,463,"1,296",64.27
　　,福華里,186,1,333,188,356,5,883,5,888,2,890,590,"1,480",60.00
　　,福華里,187,4,303,231,400,2,940,10,950,0,950,460,"1,410",67.38
　　,明勝里,188,2,344,164,396,5,911,5,916,0,916,489,"1,405",65.20
　　,明勝里,189,2,334,221,448,2,"1,007",11,"1,018",0,"1,018",468,"1,486",68.51
　　,明勝里,190,2,323,230,416,2,973,4,977,0,977,458,"1,435",68.08
　　,福順里,191,1,251,262,428,3,945,12,957,0,957,535,"1,492",64.14
　　,福順里,192,2,293,294,471,4,"1,064",16,"1,080",0,"1,080",476,"1,556",69.41
　　,福順里,193,5,355,273,445,5,"1,083",15,"1,098",0,"1,098",458,"1,556",70.57
　　,富光里,194,3,288,278,489,5,"1,063",20,"1,083",0,"1,083",545,"1,628",66.52
　　,富光里,195,5,330,271,512,6,"1,124",10,"1,134",0,"1,134",632,"1,766",64.21
　　,富光里,196,3,340,299,431,6,"1,079",6,"1,085",0,"1,085",556,"1,641",66.12
　　,葫蘆里,197,4,301,277,473,2,"1,057",17,"1,074",0,"1,074",520,"1,594",67.38
　　,葫蘆里,198,5,373,186,454,5,"1,023",8,"1,031",0,"1,031",565,"1,596",64.60
　　,葫蘆里,199,3,447,161,449,2,"1,062",13,"1,075",0,"1,075",558,"1,633",65.83
　　,葫蘆里,200,3,330,259,510,3,"1,105",6,"1,111",0,"1,111",491,"1,602",69.35
　　,葫東里,201,6,305,295,543,3,"1,152",14,"1,166",0,"1,166",565,"1,731",67.36
　　,葫東里,202,7,353,285,565,2,"1,212",12,"1,224",0,"1,224",575,"1,799",68.04
　　,社子里,203,1,273,227,357,1,859,9,868,1,869,434,"1,303",66.62
　　,社子里,204,4,290,191,405,4,894,7,901,0,901,516,"1,417",63.59
　　,社子里,205,3,259,279,427,4,972,8,980,0,980,473,"1,453",67.45
　　,社子里,206,1,260,265,435,2,963,14,977,0,977,393,"1,370",71.31
　　,社新里,207,10,333,292,500,6,"1,141",7,"1,148",0,"1,148",555,"1,703",67.41
　　,社新里,208,5,267,244,393,4,913,11,924,0,924,502,"1,426",64.80
　　,社新里,209,2,283,248,431,6,970,7,977,0,977,507,"1,484",65.84
　　,社新里,210,3,291,240,535,4,"1,073",8,"1,081",0,"1,081",725,"1,806",59.86
　　,社新里,211,1,270,245,402,3,921,9,930,0,930,468,"1,398",66.52
　　,社園里,212,5,259,252,425,3,944,7,951,0,951,573,"1,524",62.40
　　,社園里,213,4,245,248,460,2,959,7,966,0,966,474,"1,440",67.08
　　,社園里,214,1,265,269,446,2,983,12,995,0,995,519,"1,514",65.72
　　,社園里,215,7,306,325,511,7,"1,156",6,"1,162",1,"1,163",574,"1,737",66.90
　　,永倫里,216,1,266,238,446,3,954,9,963,0,963,629,"1,592",60.49
　　,永倫里,217,2,234,238,342,4,820,4,824,0,824,466,"1,290",63.88
　　,永倫里,218,6,327,266,481,4,"1,084",9,"1,093",0,"1,093",626,"1,719",63.58
　　,永倫里,219,3,289,270,452,4,"1,018",8,"1,026",0,"1,026",602,"1,628",63.02
　　,福安里,220,4,171,384,357,2,918,14,932,0,932,427,"1,359",68.58
　　,福安里,221,6,176,372,386,2,942,8,950,1,951,467,"1,418",67.00
　　,福安里,222,6,180,394,402,7,989,11,"1,000",1,"1,001",421,"1,422",70.32
　　,富洲里,223,4,227,390,499,7,"1,127",16,"1,143",0,"1,143",472,"1,615",70.77
　　,富洲里,224,5,209,413,513,6,"1,146",14,"1,160",1,"1,161",388,"1,549",74.89
　　,富洲里,225,6,335,443,624,11,"1,419",13,"1,432",0,"1,432",496,"1,928",74.27
　　,岩山里,226,3,331,132,278,3,747,11,758,0,758,474,"1,232",61.53
　　,岩山里,227,4,491,158,439,5,"1,097",9,"1,106",0,"1,106",585,"1,691",65.41
　　,名山里,228,1,419,198,416,2,"1,036",8,"1,044",0,"1,044",534,"1,578",66.16
　　,名山里,229,4,429,178,400,4,"1,015",13,"1,028",0,"1,028",538,"1,566",65.64
　　,名山里,230,8,402,138,344,6,898,5,903,0,903,485,"1,388",65.06
　　,名山里,231,4,415,196,428,1,"1,044",6,"1,050",0,"1,050",533,"1,583",66.33
　　,聖山里,232,2,375,204,422,2,"1,005",10,"1,015",0,"1,015",515,"1,530",66.34
　　,聖山里,233,3,352,188,405,4,952,12,964,0,964,379,"1,343",71.78
　　,聖山里,234,5,597,101,288,5,996,10,"1,006",0,"1,006",464,"1,470",68.44
　　,芝山里,235,7,381,205,391,5,989,7,996,0,996,678,"1,674",59.50
　　,芝山里,236,3,418,162,417,4,"1,004",10,"1,014",0,"1,014",439,"1,453",69.79
　　,芝山里,237,4,493,190,501,8,"1,196",10,"1,206",0,"1,206",556,"1,762",68.44
　　,芝山里,238,3,408,212,357,3,983,4,987,0,987,506,"1,493",66.11
　　,東山里,239,3,472,181,451,5,"1,112",11,"1,123",0,"1,123",474,"1,597",70.32
　　,東山里,240,3,405,145,372,8,933,3,936,0,936,522,"1,458",64.20
